id,table_index,stock_date,sold_date,stock_displayed_date,ticker,stock_price,prev_close,todays_open,sample_period_14,stock_trend_30,stock_trend_14,macd_trend_30,macd_trend_14,money_flow_trend_30,money_flow_trend_14,week_1,week_1_min,week_1_max,week_2,week_2_min,week_2_max,week_3,week_3_min,week_3_max,week_5,week_5_min,week_5_max,week_1_color,week_2_color,week_3_color,week_5_color,gap_1,gap_2,gap_3,updading_gap_1_flag,gap_1_color,gap_2_color,gap_3_color,macd_30_clash,macd_14_clash,macd_30_color,macd_14_color,mfi_30_clash,mfi_14_clash,mfi_30_color,mfi_14_color,rsi,rsi_color,earnings_call,earnings_call_displayed,earnings_warning,dividend_date,dividend,dividend_warning,stock_alarm,stock_alarm_delta,stock_initial_price,stock_current_price,stock_load_price,stock_price_up_alarm,stock_price_down_alarm,stock_alarm_trigger_set,stock_alarm_sound_on_off,stock_alarm_1,stock_alarm_2,stock_alarm_3,stock_alarm_4,stock_alarm_5,stock_alarm_6,stock_alarm_7,stock_alarm_8,stock_alarm_9,stock_alarm_10,stock_alarm_1_color,stock_alarm_2_color,stock_alarm_3_color,stock_alarm_4_color,stock_alarm_5_color,stock_alarm_6_color,stock_alarm_7_color,stock_alarm_8_color,stock_alarm_9_color,stock_alarm_10_color,stock_email_alert,saved_to_history,stocks_bought,purchase_price,stocks_sold,selling_price,profit,dividends,total_profit
37,2,2021-08-11 13:09:54,,08/01/2021,WFC,33.47,49.63,48.65,0,0.12093857541365402,0.11,0.015127267180149433,0.026767954132151967,0.2720117787861269,0.2720117787861269,89.51,27.28,34.2,84.88,29.4,34.2,86.56,28.8,34.2,87.48,28.4,34.2,red,#dc6460,red,#dc6460,0.51,,,0,,,,0,0,green,green,0,0,green,green,81.76,green,,15/1/2021,blink-bg,04/11/2021,0.8,,0,,,49.62,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2,2021-08-11 13:09:54,,08/01/2021,VZ,57.92,55.48,55.28,0,-0.10990546611577964,0.1,-0.02143296317581647,-0.005168515417969545,0.026605511598504848,0.026605511598504848,0.12,54.88,61.95,0.31,54.88,59.54,0.17,54.88,60.78,0.13,54.88,61.83,green,#6cbf6c,green,#6cbf6c,-0.56,,,0,,,,0,0,green,green,0,0,green,green,32.71,orange,,26/1/2021,,07/10/2021,2.51,,0,,,55.48,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2,2021-08-11 13:09:54,,08/01/2021,NVS,93.88,92.27,91.82,0,0.11176637133979157,-0.14,0.015398353577349791,0.06366480727690214,0.7301666715910031,0.730166671591004,84.03,84.23,95.11,81.91,84.23,95.11,84.03,84.23,95.11,84.03,84.23,95.11,red,#dc6460,red,#dc6460,0.6,,,0,,,,0,0,green,green,0,0,green,green,63.05,orange,,,,01/03/2022,2.196,,0,,,92.71,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2,2021-08-11 13:09:54,,08/01/2021,MDLZ,57.67,62.04,62.02,0,-0.000923297614754241,0.31,-0.0002562658868145211,0.003339193624315561,2.0460373401952654,2.0460373401952654,29.82,54.24,60.0,13.06,54.24,60.0,23.1,54.24,60.0,29.82,54.24,60.0,green,#6cbf6c,green,#6cbf6c,-0.61,,,0,,,,0,0,green,green,1,0,red,green,44.09,orange,,27/1/2021,,29/09/2021,1.4,,0,,,62.04,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2,2021-08-11 13:09:54,,08/01/2021,MCD,213.9,233.45,235.79,0,-0.06972746546727263,0.94,0.017492473400226118,-0.003988922949878689,-0.05877074647573237,-0.05877074647573237,53.58,206.19,220.59,75.2,208.22,215.78,66.69,208.01,216.85,68.15,206.19,217.51,orange,#dc6460,red,#dc6460,0.43,,,0,,,,0,0,green,green,0,0,green,green,57.35,orange,,28/1/2021,,31/08/2021,5.16,,0,,,234.0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2,2021-08-11 13:09:54,,08/01/2021,KMB,131.51,133.89,133.53,0,-0.27555165868977677,0.21,-0.030265430513410924,-0.010470860292836197,1.0307318971224078,1.0307318971224064,10.15,130.1,142.98,24.03,130.1,135.61,16.45,130.1,138.09,16.45,130.1,138.09,green,#6cbf6c,green,#6cbf6c,-0.08,,,0,,,,0,0,green,green,1,1,red,red,28.6,red,,25/1/2021,,09/09/2021,4.56,,0,,,133.89,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2,2021-08-11 13:09:54,,08/01/2021,KHC,33.37,37.47,37.35,0,0.04332460481942826,0.29,0.0034101780935880664,-0.01129186290057752,-1.7522021344012726,-1.7522021344012726,30.66,31.85,35.41,6.75,31.85,35.41,6.75,31.85,35.41,21.76,31.85,35.41,green,#6cbf6c,green,#6cbf6c,-0.5,,,0,,,,0,0,green,green,1,0,red,green,30.54,orange,,11/2/2021,,31/08/2021,1.6,,0,,,37.47,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2,2021-08-11 13:09:54,,08/01/2021,JPM,135.82,159.26,157.52,0,0.38347507260400004,0.52,0.0641979125914681,0.08499911357444255,0.9357425780577854,0.9357425780577857,88.39,117.77,138.19,83.79,123.57,138.19,88.1,118.27,138.19,88.2,118.11,138.19,red,#dc6460,red,#dc6460,0.01,,,0,,,,0,0,green,green,0,0,green,green,84.11,green,,15/1/2021,blink-bg,05/10/2021,3.6,,0,,,159.71,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2,2021-08-11 13:09:54,,08/01/2021,HRL,45.44,45.72,45.67,0,-0.04210012348926106,0.22,-0.007692672059002103,-0.016875939790478335,-1.7949730466152924,-1.7949730466152929,0.73,43.74,48.18,1.0,43.74,47.43,0.73,43.74,48.18,0.73,43.74,48.18,green,#6cbf6c,green,#6cbf6c,0.33,,,0,,,,0,0,green,green,0,0,green,green,25.52,red,,18/2/2021,,08/10/2021,0.98,,0,,,45.72,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2,2021-08-11 13:09:54,,08/01/2021,CSCO,45.26,55.61,55.82,0,0.04885315009298524,0.09,0.0010944938090201805,-0.0022591690504378966,-2.3444159765238943,-2.3444159765238948,90.92,42.21,45.57,95.75,43.35,45.35,86.26,43.35,45.57,86.26,43.35,45.57,red,#dc6460,red,#dc6460,-1.53,,,0,red,,,0,0,green,green,1,0,red,green,65.57,green,,9/2/2021,,04/10/2021,1.48,,0,,,55.78,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2,2021-08-11 13:09:54,,08/01/2021,COST,366.45,443.03,440.65,0,-0.542477685166678,0.95,-0.02860368338199943,0.10031764926939554,0.9829713807421069,0.9829713807421069,20.67,320.52,393.15,25.04,320.52,381.55,31.54,320.52,381.55,31.54,320.52,381.55,green,#6cbf6c,green,#6cbf6c,0.0,,,0,,,,0,0,green,green,1,0,red,green,36.69,orange,,4/3/2021,,28/10/2021,3.16,,0,,,443.0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2,2021-08-11 13:09:54,,08/01/2021,CL,82.36,78.73,78.87,0,-0.06651721483343034,0.06,-0.008751070205086538,-0.020490390748295197,-0.19662566613541188,-0.19662566613541188,23.38,74.44,86.38,24.16,74.44,86.21,24.16,74.44,86.21,24.16,74.44,86.21,green,#6cbf6c,green,#6cbf6c,0.35,,,0,,,,0,0,green,green,0,0,green,green,32.13,orange,,29/1/2021,,22/10/2021,1.8,,0,,,79.38,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2,2021-08-11 13:09:54,,08/01/2021,CAT,194.11,214.07,207.29,0,0.45545702839852426,0.88,0.04915698524558732,0.132137849444502,2.0922697505072025,2.0922697505072025,87.01,172.28,197.37,85.35,175.11,197.37,85.35,175.11,197.37,86.47,173.28,197.37,red,#dc6460,red,#dc6460,-0.2,,,0,,,,0,0,green,green,0,0,green,green,83.11,green,,29/1/2021,,22/10/2021,4.44,,0,,,215.5,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2,2021-08-11 13:09:54,,08/01/2021,C,65.49,72.98,70.97,0,0.26748159406447697,0.04,0.03454571817041628,0.03927737716531221,-1.1259079653180757,-1.1259079653180757,80.08,55.0,68.1,68.82,59.73,68.1,72.2,58.71,68.1,78.07,56.2,68.1,red,#dc6460,red,#dc6460,0.21,,,0,,,,0,0,green,green,1,1,red,red,72.37,green,,15/1/2021,blink-bg,29/10/2021,2.04,,0,,,73.4,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2,2021-08-11 13:09:54,,08/01/2021,BMY,62.48,67.38,68.28,0,-0.012231386755411832,0.05,0.0025391199050498175,0.006111931370461022,0.6151473553397243,0.6151473553397243,67.02,59.91,63.74,93.06,59.91,62.63,67.45,59.91,63.45,72.52,59.91,63.45,red,#dc6460,red,#dc6460,-0.27,,,0,,,,0,0,green,green,1,0,red,green,63.19,orange,,4/2/2021,,30/09/2021,1.96,,0,,,67.38,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2,2021-08-11 13:09:54,,08/01/2021,BAC,32.79,41.43,40.05,0,0.10481311513796794,0.09,0.01722248517284271,0.021992197146902405,2.3397100513526348,2.3397100513526348,85.05,28.1,33.62,78.74,29.74,33.62,83.79,28.53,33.62,84.95,28.14,33.62,red,#dc6460,red,#dc6460,0.0,,,0,,,,0,0,green,green,0,0,green,green,83.94,green,,19/1/2021,,02/09/2021,0.84,,0,,,41.5,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2,2021-08-11 13:09:54,,08/01/2021,ALL,110.24,134.33,131.17,0,0.22520801853947958,0.22,0.034526747997052465,0.03326027632305462,0.32425671326575123,0.32425671326575084,90.7,102.15,111.07,83.88,105.92,111.07,87.42,104.47,111.07,90.38,102.44,111.07,red,#dc6460,red,#dc6460,0.41,,,0,,,,0,0,green,green,0,0,green,green,68.38,green,,3/2/2021,,30/08/2021,3.24,,0,,,135.77,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2,2021-08-11 13:09:54,,08/01/2021,AAPL,131.79,145.6,146.27,0,0.5207608402239466,0.67,0.07355918737529425,-0.018748130608996636,-0.7716729047635337,-0.7716729047635337,70.38,115.17,138.79,43.62,120.65,138.79,54.39,120.65,138.79,62.47,120.15,138.79,red,#f1b55f,orange,#f1b55f,1.21,,,0,orange,,,0,0,green,green,1,1,red,red,55.52,orange,,26/1/2021,,05/11/2021,0.88,,0,,,146.0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1,2021-08-11 13:09:52,,08/01/2021,WM,118.59,146.98,147.81,0,-0.03933828860952272,0.4,0.003700081423776648,-0.001472426495621543,1.1446119998116269,1.1446119998116264,69.36,-1.0,120.6,92.74,-1.0,118.95,92.74,-1.0,118.95,92.74,-1.0,118.95,red,#dc6460,red,#dc6460,0.29,,,0,,,,0,0,green,green,1,0,red,green,60.28,orange,,11/2/2021,,02/09/2021,2.3,,0,,,147.41,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
